schema_version	manifest_row	contrast_id	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason
yu_mast_contrast_manifest_v2	1	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	2049	7715	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	2	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	excitatory_set2	Exc L3-4 RORB CUX2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	18264	20834	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	3	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	9664	4753	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	4	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	2069	3140	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	5	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	excitatory_set2	Exc L3-4 RORB CUX2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	12039	30614	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	6	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L3-4 RORB CUX2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	11378	4290	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	7	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	519	1284	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	8	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	3926	3978	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	9	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	2439	1115	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	10	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	732	581	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	11	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	2425	6074	28	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	12	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	2238	987	26	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	13	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	991	2612	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	14	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	8766	9737	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	15	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	4249	2234	25	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	16	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1249	1339	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	17	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	5291	12067	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	18	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	4614	2201	26	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	19	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	1430	4990	8	17	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	20	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	12683	13885	37	45	yu_all_cohort_included_nuclei	estimable	
