AGRN	PLEC
GDNF-AS1	PDSS1
GDNF-AS1	LINC00844
GDNF-AS1	GALR1
AC034226.1	LINC02107
LIFR	STK17B
LIFR	ATP13A4
LIFR	KLHL3
LIFR	FKBP5
LIFR	DOCK11
LIFR	DOCK5
LIFR	ITGA8
LIFR-AS1	TMEM182
LIFR-AS1	PHF7
LIFR-AS1	AC104389.4
LIFR-AS1	TEX29
LIFR-AS1	CFAP161
AC010425.1	EPCAM
AC010425.1	CKAP2L
AC010425.1	LINC01471
AC010425.1	LINC02023
AC010425.1	NXF5
AC010425.1	ADAM28
AC010425.1	KIF24
AC010425.1	AL449403.1
AC010425.1	LINC00866
AC010425.1	CCNA1
AC010425.1	TOMM20L
AC010425.1	PLD2
AC010425.1	AC004149.1
AC010425.1	AC132872.2
OSMR-AS1	SFT2D2
OSMR	NHSL2
OSMR	RDH10
OSMR	PTP4A3
OSMR	GRIA4
OSMR	C1RL
OSMR	PRICKLE1
OSMR	ISG20
OSMR	SYNM
OSMR	SPRED3
C6	SLC1A4
HMGCS1	HSD17B7
HMGCS1	STARD4
HMGCS1	LDLR
AC114956.2	ZFP57
AC114956.2	AL451064.1
AC114956.2	AC073172.2
AC114956.2	LINC02320
AC114956.2	BAHD1
AC114956.2	AC090125.1
AC114956.1	ZSCAN29
AC114956.1	AC137932.1
AC122694.1	AL159169.3
AC122694.1	AC040173.1
AC122694.1	AP001099.1
ITGA2	RASAL1
AC026704.1	TUSC7
AC026704.1	EIF2S3B
DDX4	ZNF415
AC008892.1	NPIPB2
ANKRD55	LINC02058
MAP3K1	PECR
MAP3K1	ARRB1
MAP3K1	IQCH-AS1
MAP3K1	DET1
AC008937.2	RTCA-AS1
AC008937.2	TMEM206
AC008780.2	ADRA1B
AC008780.2	DUS4L
PLK2	PHF24
LINC02108	NLRP14
LINC02108	AC240274.1
LINC02057	AC012511.1
LINC02057	NPSR1
LINC02057	SORD
LINC02057	NPIPB8
AC026746.1	TTPAL
RGS7BP	DSE
RGS7BP	MAFF
AC010359.1	AC004922.1
AC093523.1	LINC02198
GTF2H2C	GTF2H2
GTF2H2	OCLN
LINC02056	AC093893.1
BTF3	TMEM50A
BTF3	AC100810.1
BTF3	AL049650.1
LINC01331	MLXIPL
ENC1	HES4
AC010501.1	MED18
HMGCR	INSIG1
HMGCR	SCD
BHMT	LCP1
AC010260.1	MKNK1-AS1
AC010260.1	AC092802.2
AC010260.1	AC080162.1
AC010260.1	AC017083.3
AC010260.1	AC093495.1
AC010260.1	ASB14
AC010260.1	MYLK
AC010260.1	CP
AC010260.1	NAALADL2-AS2
AC010260.1	MDC1-AS1
AC010260.1	POLR1C
AC010260.1	AL024508.1
AC010260.1	PACRG-AS3
AC010260.1	AC100818.1
AC010260.1	AP002954.1
AC010260.1	AL592430.1
AC010260.1	DNAJC9-AS1
AC010260.1	A2M
AC010260.1	AC007569.1
AC010260.1	WASF3-AS1
AC010260.1	AL356515.1
AC010260.1	SERPINE3
AC010260.1	AC020661.2
AC010260.1	AC025917.1
AC010260.1	ACSM3
AC010260.1	PDZD9
AC010260.1	AC007533.1
AC010260.1	AC024619.3
AC010260.1	AC005828.3
AC010260.1	AC044840.1
AC010260.1	PROCR
AC010260.1	USHBP1
AC010260.1	AC010320.4
AC010260.1	AC245452.1
AC010260.1	AL022322.2
LINC01337	METTL13
LINC01337	FILIP1
LINC01337	RXYLT1-AS1
LINC01337	LINC02133
DHFR	AC105402.3
AC026726.1	AL928921.2
AC026726.1	TEX46
AC026726.1	TMEM269
AC026726.1	AC245014.1
AC026726.1	TAF1A-AS1
AC026726.1	AC011306.1
AC026726.1	MEIS1-AS3
AC026726.1	LINC01816
AC026726.1	IL5RA
AC026726.1	ZBED9
AC026726.1	AC024084.1
AC026726.1	CDR1
AC026726.1	AC011773.3
AC026726.1	AP000424.1
AC026726.1	AL606807.1
AC026726.1	AL162417.1
AC026726.1	OLFML1
AC026726.1	UCP2
AC026726.1	LINC02551
AC026726.1	AC016394.2
AC026726.1	AL121928.1
AC026726.1	AC089999.1
AC026726.1	LINC00638
AC026726.1	HYKK
AC026726.1	AC120114.1
AC026726.1	AC009159.2
AC026726.1	MYHAS
AC026726.1	AC127537.1
AC026726.1	AC018521.2
AC026726.1	NOG
AC026726.1	AP000845.1
AC026726.1	ODF3L2
AC026726.1	AC006538.2
AC026726.1	MBD3L1
AC026726.1	AC008554.1
AC026726.1	AC003005.1
AC026726.1	CARD10
RPS23	SS18L2
RPS23	CCDC127
RPS23	CLP1
LINC01338	DYTN
VCAN-AS1	LINC01715
VCAN-AS1	AL590666.2
VCAN-AS1	LINC01918
VCAN-AS1	CHL1-AS1
VCAN-AS1	AC096576.2
VCAN-AS1	AC106881.1
VCAN-AS1	SAP30L-AS1
VCAN-AS1	EML3
VCAN-AS1	AL133481.1
VCAN-AS1	PCDH9-AS4
VCAN-AS1	LINC00402
VCAN-AS1	LINC00909
VCAN-AS1	KHSRP
HAPLN1	AL359915.1
HAPLN1	AC007402.1
AC113383.1	AL157911.1
COX7C	TRAM1L1
COX7C	CD36
COX7C	TMEM86A
COX7C	SNHG19
AC109492.1	LINC02282
MEF2C-AS2	FAM133A
MEF2C-AS2	ARMC4
AC008525.1	AC091180.2
MEF2C-AS1	GATB
MEF2C-AS1	LINC02112
MEF2C-AS1	ZNF784
CETN3	TGDS
AC124854.1	AC114316.2
LINC02058	AC124854.1
LINC02058	AC026780.2
LINC02058	AC090630.1
LINC02058	SYNE2
SPATA9	AC008840.1
GLRX	BAALC-AS1
GLRX	KCNH3
AC008592.4	TREX2
AC008592.4	ZNF723
PCSK1	VGF
AC008906.2	DIO1
AC008906.2	AC104506.1
AC008906.2	IER3-AS1
AC008906.2	TEX48
AC008906.2	AC087645.2
LIX1-AS1	AC104596.1
LIX1-AS1	AC073878.1
LINC01846	AC091946.2
LINC00491	AL139120.1
LINC00491	NPIPB8
AC099520.1	FAM124A
EFNA5	AC124947.1
AC008572.1	LRIT3
NREP-AS1	LMF1-AS1
AC104126.1	AC010333.2
KCNN2	PPP2R2C
FEM1C	FCHO1
ARL14EPL	DAGLA
ARL14EPL	AC121761.1
ARL14EPL	SPATA5L1
ARL14EPL	APOH
SEMA6A-AS1	AC010864.1
SEMA6A-AS1	AP000962.1
LINC02147	ALDH1A1
DTWD2	ERICH3
DTWD2	CXXC4-AS1
DTWD2	AC008629.1
DTWD2	TRIP4
AC008568.1	ZBTB7B
AC119150.1	LINC01317
AC119150.1	AC096719.1
AC119150.1	GFRA2
AC106786.2	LRRIQ4
AC106786.2	AL158071.5
AC112196.1	ANGPTL1
AC112196.1	AC008534.1
AC112196.1	AC008781.1
AC112196.1	AL450345.1
AC112196.1	SPIN2B
AC112196.1	ATG16L2
AC112196.1	RERG
AC112196.1	AL139089.1
AC112196.1	FAM20A
AC112196.1	NDUFAF8
AC112196.1	WDR83
AC093535.1	AC008957.1
TEX43	AL034417.3
TEX43	AC005225.3
TEX43	PLIN1
TEX43	ELMO2
TEX43	AC007193.3
MARCH3	CASZ1
MARCH3	SCARA3
MARCH3	SLC35D2
MEGF10	TRIM35
MEGF10	SURF6
HINT1	AL136454.1
HINT1	WDR54
HINT1	NDUFB5
HINT1	AC104117.3
HINT1	TUBB2A
HINT1	NDUFA4
HINT1	BEX5
HINT1	BEX4
HINT1	PRPS1
HINT1	TMEM208
HINT1	PSMD7
HINT1	MRPL54
P4HA2	MFSD9
PDLIM4	NPPA
PDLIM4	DENND2D
PDLIM4	RAB13
PDLIM4	DNAJC5G
PDLIM4	IL1RL2
PDLIM4	TRPM8
PDLIM4	AC124893.1
PDLIM4	CCDC28A
PDLIM4	XKRX
PDLIM4	SEPT6
PDLIM4	EBF2
PDLIM4	AQP7
PDLIM4	PLAU
PDLIM4	RBP5
PDLIM4	METTL7B
PDLIM4	USP12-AS1
PDLIM4	AL049779.1
PDLIM4	SCNN1G
PDLIM4	ADGRG5
PDLIM4	SLCO4A1-AS1
PDLIM4	AC008770.1
PDLIM4	AC020916.1
PDLIM4	PLEKHA4
PDLIM4	MCHR1
AC004039.1	SLFNL1-AS1
AC004039.1	AC091906.1
AC004039.1	PILRA
AC004039.1	AP000844.2
AC004039.1	AC001226.2
AC004039.1	AC015849.3
AC004039.1	AP001021.2
AC004039.1	AC245060.6
UQCRQ	BOLA1
UQCRQ	GLRX2
UQCRQ	NENF
UQCRQ	EDEM1
UQCRQ	CAND2
UQCRQ	CENPVL3
UQCRQ	COX7B
UQCRQ	ARMCX6
UQCRQ	AC026979.2
UQCRQ	ZFAT
UQCRQ	PIGO
UQCRQ	AL158152.2
UQCRQ	AC084337.2
UQCRQ	SSSCA1
UQCRQ	MUS81
UQCRQ	ANKRD13A
UQCRQ	AL138686.1
UQCRQ	ATP5MPL
UQCRQ	STARD9
UQCRQ	C16orf72
UQCRQ	PYCARD
UQCRQ	ITGAE
UQCRQ	COX10
UQCRQ	AC068025.2
UQCRQ	UQCR11
TCF7	ASPHD1
CXCL14	FAHD2B
SLC25A48	DDX21
AC002428.2	AC062028.1
KLHL3	AC106791.1
HNRNPA0	PACSIN3
HNRNPA0	KBTBD6
HNRNPA0	IRF2BPL
HNRNPA0	MAPK7
EGR1	DUSP5
AC135457.1	ERICH3-AS1
CYSTM1	AP001453.1
CD14	LINC01762
AC244517.10	PCDHB13
AC008781.2	AC093797.1
AC008781.2	C8orf82
AC008781.2	KLRF1
SPRY4	KCNA2
SPRY4	MARC1
SPRY4	LRRC4
SPRY4	CREB3L1
SPRY4	ABHD17C
SPRY4	KANK2
FGF1	AC124242.1
FGF1	AC107959.1
ARHGAP26-AS1	AC239868.2
ARHGAP26-AS1	DUSP23
ARHGAP26-AS1	AC079922.2
ARHGAP26-AS1	LINC01484
ARHGAP26-AS1	ZNF503-AS2
ARHGAP26-AS1	AL355490.2
ARHGAP26-AS1	FBXL22
ARHGAP26-AS1	AL133297.2
PRELID2	AC137770.1
SH3RF2	AP001599.1
AC011396.2	PTPRU
AC011396.2	TMEM44
AC011396.2	AC021860.1
AC011396.2	AC093725.2
AC008728.1	AC026333.3
AC008728.1	AC107871.1
SPINK5	AC112211.1
SPINK5	SLC28A2
AC114939.1	ABCC5-AS1
AC114939.1	AC016644.1
AC114939.1	RRS1
ABLIM3	TECTA
ABLIM3	LINC02391
RPS14	PTRHD1
RPS14	PDCL3
RPS14	NPRL2
RPS14	RPL35A
RPS14	NDUFS6
RPS14	BAIAP2L1
RPS14	PQBP1
RPS14	GPKOW
RPS14	EXOSC4
RPS14	RPLP2
RPS14	PRDX5
RPS14	TXNRD1
RPS14	RPL21
RPS14	UTP14C
RPS14	KSR1
RPS14	RPL23A
RPS14	RPS11
RPS14	RPS9
RPS14	FO393418.1
RPS14	RPL3
SYNPO	KCNK4
RBM22	LIX1L
CCDC69	GABRQ
SPARC	TMSB15B
ATOX1	SPSB2
GLRA1	AC100814.1
GLRA1	SIAH3
LINC01470	KCTD18
LINC01470	CARD11
LINC01470	Z96074.1
LINC01470	ADAMTSL1
GRIA1	SNCAIP
GALNT10	GLUL
GALNT10	KCNK2
GALNT10	PARD3B
GALNT10	HDAC11
GALNT10	FRMD4B
GALNT10	ARL6
GALNT10	CFAP44
GALNT10	CDKN1A
GALNT10	AL355312.3
GALNT10	LZTS1
GALNT10	NCALD
GALNT10	GVQW3
GALNT10	NECTIN1
GALNT10	AP000911.1
GALNT10	AL356056.2
GALNT10	VSTM4
GALNT10	SLC8A3
GALNT10	AC007376.2
GALNT10	VASH1
GALNT10	BCL11B
GALNT10	AC048382.5
GALNT10	CPPED1
GALNT10	AC004158.1
GALNT10	TGIF1
GALNT10	ELFN2
GALNT10	B3GALT5
TIMD4	FLVCR1-DT
TIMD4	FGF12-AS3
TIMD4	AC027682.2
HAVCR1	LIN28B-AS1
MED7	LINC02150
MED7	SPDEF
MED7	PATL1
MED7	AL355974.1
MED7	AC115522.1
ITK	AC109454.2
ITK	P2RY8
AC025437.4	FLNC-AS1
AC091939.1	AL596275.2
AC091939.1	AL133516.1
AC091939.1	CYP1B1-AS1
AC091939.1	MYLK-AS2
AC091939.1	AC069200.1
AC091939.1	ALPK1
AC091939.1	PI16
AC091939.1	AC104073.4
AC091939.1	AC011853.2
AC091939.1	AC127526.1
AC091939.1	AL138921.1
AC091939.1	AL160035.1
AC091939.1	AL121890.4
AC091939.1	AC011479.1
AC091939.1	Z98885.2
FABP6	AC069234.1
AC011363.1	AL606534.1
AC011363.1	NAV2-AS4
AC011363.1	AC009053.2
AC011363.1	AC006449.3
LINC01202	MYO3B
LINC01202	DCDC2
GABRG2	SLC6A17
NUDCD2	TBCE
TENM2	ST6GALNAC5
TENM2	STAT4
TENM2	LINC01378
TENM2	CDH9
TENM2	ADGRV1
TENM2	EFNA5
TENM2	HTR1E
TENM2	FRMPD4
TENM2	AC120193.1
TENM2	MGAT4C
TENM2	CACNG3
TENM2	NEDD4L
TENM2	AJ009632.2
AC011369.1	RLIM
AC011369.1	LINC00927
AC011369.1	KCNE2
SLIT3	CDV3
SLIT3	KCNAB3
SLIT3	NPAS1
LCP2	GFRAL
LCP2	AC005064.1
LCP2	HEPH
LCP2	SLC22A18
LCP2	CD44
LCP2	HKDC1
LCP2	SLC17A8
LCP2	TMEM119
LCP2	AC023908.3
LCP2	LINC02254
LCP2	RRAD
LCP2	AC036176.1
LCP2	ZNF541
KCNMB1	AC118758.3
FGF18	DCAF4L1
FGF18	PPIC
FGF18	ATP6V1FNB
FGF18	PIP5KL1
FGF18	NXPE2
FGF18	AL136040.1
FGF18	KCNJ2-AS1
FGF18	TMEM238
DUSP1	CA8
DUSP1	CMTM3
DUSP1	RHBDF2
DUSP1	ZBTB46
DUSP1	PIM3
AC008429.3	GRTP1
LINC01484	AC099788.1
LINC01484	SPAG17
LINC01484	BNIPL
LINC01484	CRYGA
LINC01484	AC073333.1
LINC01484	PDGFRL
LINC01484	AC116535.1
LINC01484	AL358790.1
LINC01484	AL359513.1
LINC01484	AC008770.2
LINC01484	THSD8
LINC01484	AURKC
LINC01484	SLC2A11
C5orf47	SLC9A5
C5orf47	SULT2A1
AC113423.2	AC110491.3
AC113423.2	AP001001.1
LINC01411	STOX1
AC113346.2	AC079296.1
LINC01951	AL118558.4
FAM153B	HSD17B8
AC138956.2	AC022540.1
NOP16	CDK20
NOP16	FBL
SNCB	PHYHIP
EIF4E1B	RNF141
LINC01574	AC002480.2
FGFR4	AC092115.3
RAB24	AC124254.1
PRELID1	SDF2L1
RGS14	CALB1
PRR7	CLEC2D
DDX41	LRRC14
TMED9	TMEM11
TMED9	TMED1
TMED9	NFKBIB
FAM153C	FAM153A
RMND5B	ZNF45
PHYKPL	PRR3
PHYKPL	UQCC2
PHYKPL	TMEM242
PHYKPL	ABCB8
PHYKPL	SLC38A10
PHYKPL	LINC01535
PHYKPL	ZNF808
PHYKPL	MZF1
GRM6	NT5C1A
AC136604.2	DAPP1
AC136604.2	CGRRF1
AC136604.2	AC010319.4
GFPT2	ARHGAP24
RACK1	ANKRD65
RACK1	TMCO6
RACK1	NME4
RACK1	NT5C3B
RACK1	GPRC5C
RACK1	TIMM50
IRF4	AL596275.2
IRF4	AP1M2
IRF4	AC010616.1
RIPK1	RNF14
BPHL	SLC35B3
TUBB2A	CCK
TUBB2A	THOC3
TUBB2A	TUBA1B
TUBB2A	MOAP1
TUBB2A	SCG5
TUBB2A	CHGB
LINC02525	AC130371.2
TUBB2B	MDFI
TUBB2B	TUBA1A
SLC22A23	ACTN1
AL445309.1	AC084824.5
AL445309.1	TMEM92-AS1
AL021328.1	AF279873.4
RREB1	BBOX1-AS1
AL139095.4	TFPT
MAK	AL451062.1
MAK	FAM151A
MAK	HSD11B1
MAK	AC008067.1
MAK	LINC01931
MAK	AC017101.1
MAK	AC107068.2
MAK	OCIAD1-AS1
MAK	ZNF451-AS1
MAK	LINC00472
MAK	AC211486.5
MAK	AC098851.1
MAK	MIRLET7DHG
MAK	PCCA-AS1
MAK	AF107885.2
MAK	AC020892.2
MAK	AC023389.1
MAK	AC005884.1
MAK	AC104532.2
MAK	AC007193.2
MAK	SERHL2
GCM2	LRRC53
GCM2	AHR
GCM2	ANKRD7
GCM2	NUDCD1
GCM2	DCN
GCM2	AF111167.1
SYCP2L	NID1
SYCP2L	AL024498.2
SYCP2L	AC008758.6
AL445430.2	AL133351.1
MIR548A1HG	DRD3
MIR548A1HG	ID4
MIR548A1HG	SAMD14
ID4	C9orf147
ID4	CARMIL2
LINC00581	LINC00393
SOX4	PGBD2
AL035401.1	AC106799.2
NRSN1	ITGA10
U91328.3	AOC2
HIST1H1C	HIST1H1E
HIST1H2AC	KLHL21
HIST1H2AC	AC098650.1
HIST1H2AC	CORIN
HIST1H2AC	LINC02199
HIST1H2AC	LVRN
HIST1H2AC	HIST1H2BD
HIST1H2AC	AL031777.3
HIST1H2AC	CLIC5
HIST1H2AC	RBM48
HIST1H2AC	IQUB
HIST1H2AC	LUC7L2
HIST1H2AC	RBM3
HIST1H2AC	TBC1D8B
HIST1H2AC	LRRC69
HIST1H2AC	AP003469.4
HIST1H2AC	MOB2
HIST1H2AC	AP001273.2
HIST1H2AC	APOLD1
HIST1H2AC	PRIM1
HIST1H2AC	BICDL1
HIST1H2AC	TMEM202-AS1
HIST1H2AC	ARSG
HIST1H2BD	AC063944.3
HIST1H2BD	DNA2
HIST1H2BD	TOP3A
AL031777.3	HIST2H2BF
HIST1H4E	SERTAD4
HIST1H4E	YES1
AL031118.1	LINC01338
AL031118.1	DUXB
AL031118.1	GGN
HIST1H2BN	AC131235.3
HIST1H2BN	TVP23B
ZNF165	AC092159.2
ZBED9	EIF4E1B
ZBED9	AC124290.1
ZBED9	AC007292.2
ZNF311	GDF10
OR2H2	ANGPTL7
OR2H2	AL445231.1
OR2H2	CLMAT3
OR2H2	AL137779.1
ZFP57	HAGLR
HCG9	VPS16
HCG9	AL109761.1
HCG18	PLXNB3
TRIM39	HMBS
MDC1-AS1	AC003681.1
IER3-AS1	C5orf47
IER3-AS1	AC020978.3
IER3-AS1	AC243830.2
LINC00243	GRHL3
LINC00243	TEKT2
LINC00243	AL583808.1
LINC00243	C1orf146
LINC00243	ANXA9
LINC00243	IL6R-AS1
LINC00243	FCGR2A
LINC00243	SERTAD4-AS1
LINC00243	AC082651.4
LINC00243	CCR3
LINC00243	BFSP2
LINC00243	AC078795.2
LINC00243	MUC4
LINC00243	AC006296.2
LINC00243	AC110792.3
LINC00243	NPY5R
LINC00243	AC107214.2
LINC00243	TRIP13
LINC00243	TAS2R1
LINC00243	MARCOL
LINC00243	LST1
LINC00243	CLPSL1
LINC00243	FO393415.1
LINC00243	AL356234.2
LINC00243	C7orf31
LINC00243	AL590764.1
LINC00243	AC105001.1
LINC00243	AL136980.1
LINC00243	AL157884.2
LINC00243	CD6
LINC00243	AP002444.1
LINC00243	AC024600.1
LINC00243	SYT10
LINC00243	GALNT6
LINC00243	AC090709.1
LINC00243	LINC02410
LINC00243	AC079907.2
LINC00243	DOCK9-DT
LINC00243	AL356740.1
LINC00243	LINC02302
LINC00243	BATF
LINC00243	RBPMS2
LINC00243	AC012568.1
LINC00243	AC027045.2
LINC00243	PIRT
LINC00243	LINC01900
LINC00243	SERPINB7
LINC00243	SPEF1
LINC00243	LINC01273
LINC00243	TEX45
LINC00243	CRX
LINC00243	ALDH16A1
LINC00243	AC245884.10
LINC00243	AP001605.1
LINC00243	AP001043.1
SFTA2	AP003469.2
SFTA2	CCDC43
AL662844.4	AC005091.1
LY6G5B	LINC00951
LY6G5B	CLRN3
ABHD16A	AL139424.2
ABHD16A	AL136018.1
AL662899.1	AL359764.1
AL662899.1	ZNF510
AL662899.1	TAF5
AL662899.1	CLDN10-AS1
AL662899.1	MIR4713HG
AL662899.1	LINC02076
AL662899.1	AC018413.1
AL662899.1	HIPK4
AL662899.1	ZNF74
AL662899.1	AC004556.1
HSPA1A	LINC01376
HSPA1A	CRELD1
HSPA1A	MFSD8
HSPA1A	HSPB1
HSPA1A	PTGES3
HSPA1A	HSP90AA1
HSPA1A	PIGL
HSPA1B	DNAJB2
HSPA1B	ANKMY1
HSPA1B	HSPA1A
HSPA1B	TMEM220
HSPA1B	AL080312.2
HSPA1B	DNAJB1
NELFE	CLEC4A
BTNL2	AC012313.8
HLA-DRA	AC093788.1
HLA-DRA	CD74
HLA-DMB	AL049597.2
AL645941.2	LINC02014
AL645941.2	HLA-DMB
AL645941.2	HLA-DMA
AL645941.2	AC123912.2
AL645940.1	PAPLN
RPS18	FKBP1B
RPS18	EFCAB10
RPS18	RPL38
RPS18	RPS19
RPS18	CTU1
CUTA	TAX1BP3
BAK1	ZNF77
ITPR3	DLGAP1-AS2
PACSIN1	HAPLN4
PACSIN1	RTN4R
SPDEF	ZNF79
SNRPC	PERP
TCP11	KCNK5
RPL10A	COA7
RPL10A	MRPS21
RPL10A	AL121987.1
RPL10A	SNAP47
RPL10A	C1orf35
RPL10A	MOGS
RPL10A	FSTL1
RPL10A	ZNF622
RPL10A	DNPH1
RPL10A	PBDC1
RPL10A	MAK16
RPL10A	ZDHHC12
RPL10A	MALAT1
RPL10A	ORMDL2
RPL10A	MYL6B
RPL10A	ATXN7L3B
RPL10A	DUS3L
RPL10A	USE1
FKBP5	GRAMD1C
FKBP5	ANKRD33B
FKBP5	KBTBD11
FKBP5	BEST1
FKBP5	ADIPOR2
FKBP5	FMNL3
FKBP5	TMCC3
FKBP5	RLBP1
FKBP5	EEF2K
FKBP5	PER1
FKBP5	TMEM98
FKBP5	KIF19
FKBP5	BAIAP2
CLPSL1	OR2M3
CLPSL1	BFSP2-AS1
CLPSL1	PCDHB8
CLPSL1	SMIM10L2B-AS1
CLPSL1	ZNF503-AS1
CLPSL1	RFFL
CLPSL1	BRWD1-AS1
PXT1	KCNG2
SRSF3	PPP1R15B
CDKN1A	NFIL3
CDKN1A	PRKCQ
CDKN1A	DAPK2
CDKN1A	CEBPB
CDKN1A	PPP5D1
CDKN1A	PLXNB2
PI16	GJC2
PI16	TMC6
PI16	POLR3F
PIM1	AP001979.2
TDRG1	ZMYM1
TDRG1	POMZP3
TDRG1	PIGA
TDRG1	AL138966.2
UNC5CL	AL162385.2
CCND3	AC107375.1
POLR1C	ZNF7
POLR1C	RMC1
YIPF3	TMEM167B
YIPF3	MAFG-DT
POLH-AS1	OPRL1
MRPS18A	PPIL1
VEGFA	EPAS1
VEGFA	PROM1
VEGFA	AL109615.3
VEGFA	ADM
VEGFA	P4HA1
MRPL14	TWISTNB
HSP90AB1	CCT3
HSP90AB1	CACYBP
HSP90AB1	SLBP
HSP90AB1	MRFAP1L1
HSP90AB1	AOAH
HSP90AB1	CCT6A
HSP90AB1	LINC00843
HSP90AB1	FKBP4
HSP90AB1	SPRYD7
HSP90AB1	CANT1
HSP90AB1	ZNF491
SLC35B2	CERS2
AL353588.1	GNPDA1
TCTE1	PMF1-BGLAP
TCTE1	AC068987.1
RCAN2	MIS18BP1
CYP39A1	SLC2A12
AL355353.1	AGMAT
AL355353.1	SMPDL3B
AL355353.1	PPP1R3G
AL355353.1	ZWINT
AL355353.1	AC005324.1
AL355353.1	AC127024.3
AL355353.1	AC011471.2
GLYATL3	AC116096.1
GLYATL3	FLNC-AS1
GLYATL3	TDRP
GLYATL3	SLC46A2
GLYATL3	AC010504.1
GLYATL3	AP001468.1
AL138826.1	AL020996.1
AL138826.1	ASPM
AL138826.1	LINC00582
AL138826.1	CDC25A
AL138826.1	AC109322.1
AL138826.1	LINC01495
AL138826.1	DDIAS
AL138826.1	AC079601.1
AL590652.1	SMARCE1
LRRC1	MRTO4
LRRC1	PNO1
LRRC1	RAB32
LRRC1	SYPL1
LRRC1	TRMO
LRRC1	GATD1
LRRC1	NEURL1
LRRC1	E4F1
LRRC1	MPPED1
AL033384.2	PPP6R1
MLIP-AS1	FAM167B
MLIP-AS1	AL023581.2
MLIP-AS1	SERPINE1
MLIP-AS1	SLC38A5
HCRTR2	DRC1
HCRTR2	AC024601.1
HCRTR2	DHDH
GFRAL	HCRT
AL512422.1	RAB35
AL512422.1	DDX55
ZNF451-AS1	MUSK
ZNF451-AS1	ALOX12
ZNF451-AS1	AC007114.2
BAG2	NSUN7
BAG2	LINC01277
BAG2	MYO7A
BAG2	AP000229.1
FKBP1C	AL136985.3
FKBP1C	AL445493.3
FKBP1C	AC234781.1
AL391807.1	AC004982.2
AL160262.1	EYS
AL365226.1	AC090559.1
AL365226.1	MANSC4
AL365226.1	PLEKHG4
KCNQ5	GULP1
KCNQ5	GRIN2A
OOEP	ADIPOR1
OOEP	RPL12
OOEP	AC068338.3
EEF1A1	TSSK3
EEF1A1	C1orf123
EEF1A1	AMIGO1
EEF1A1	AC012306.2
EEF1A1	SRSF3
EEF1A1	AL135925.1
EEF1A1	KCNA5
EEF1A1	MYL6
EEF1A1	ARF6
EEF1A1	MOK
EEF1A1	RPL4
EEF1A1	TRAF7
EEF1A1	SOX15
EEF1A1	CEP250
AL356277.3	ZNF71
COX7A2	ADCY5
COX7A2	CNTROB
COX7A2	IGSF5
COX7A2	TRAPPC10
LINC02542	LINC01597
RIPPLY2	AP002884.3
LINC01611	CDHR2
LINC01611	GRAPL
LINC01611	L34079.1
NT5E	LYPD1
NT5E	SLC6A6
AL139274.2	AP003392.4
GJB7	HSPE1
GJB7	SKIV2L
GJB7	PPT2-EGFL8
GJB7	KLHL31
GJB7	AL590399.3
GJB7	AL157895.1
GJB7	KLRC2
GJB7	AC103808.6
GJB7	AC012313.5
GJB7	TSPEAR
PNRC1	NR2F1
PNRC1	CORO2A
PNRC1	KIAA1549L
PNRC1	SLC38A2
PNRC1	FAM189A1
PNRC1	IGDCC3
PNRC1	OSER1-DT
PNRC1	CCDC134
GABRR1	DNAJC27
AL159174.1	SERP2
AL589740.1	LINC01830
AL589740.1	LINC01122
AL589740.1	AC007364.1
AL589740.1	CNTN4
AL589740.1	LDB2
AL589740.1	TLL1
AL589740.1	AC093523.1
AL589740.1	HNF4G
AL589740.1	SLC2A8
AL589740.1	MALRD1
AL589740.1	OTOGL
AL589740.1	LINC02328
AL589740.1	ARHGAP28
AL589740.1	RAB27B
AL590727.1	TECRL
AL590727.1	KCNMB1
AL590727.1	SFTA2
AL590727.1	AL137784.2
POU3F2	C2orf49
POU3F2	LINC00237
POU3F2	SAMD1
AL133338.1	AC073389.1
LIN28B-AS1	ACTR8
AL591518.1	STK32C
MICAL1	TPM2
MICAL1	RGS11
AL109947.1	BTNL2
AL109947.1	AC114550.3
AL109947.1	AC015936.2
AL360227.1	AL645728.1
LINC02518	AC245033.2
MARCKS	TFAP2E
MARCKS	C1QL2
MARCKS	H1FX
MARCKS	LRRTM2
TSPYL4	ZNF770
DSE	TMEM232
TSPYL1	NAP1L2
PLN	AL512598.1
PLN	AC007950.2
FABP7	BORCS6
FABP7	S100B
TRDN-AS1	CNBD1
NKAIN2	DYSF
NKAIN2	ZNF385B
NKAIN2	PDE1A
NKAIN2	AC067956.1
NKAIN2	ROBO2
NKAIN2	AC026316.5
NKAIN2	TENM3
NKAIN2	PRR16
NKAIN2	AC139491.7
NKAIN2	LY86-AS1
NKAIN2	KIAA0319
NKAIN2	SLC26A4
NKAIN2	PTCHD1-AS
NKAIN2	PRKG1
NKAIN2	PTPRB
NKAIN2	PTPRR
NKAIN2	AC090502.1
NKAIN2	SLC6A15
NKAIN2	MGAT4C
NKAIN2	SRRM4
NKAIN2	GABRA5
NKAIN2	GABRG3
NKAIN2	ANKRD34C-AS1
NKAIN2	SEC14L5
NKAIN2	AC104151.1
NKAIN2	ANKRD30B
NKAIN2	AL117329.1
NKAIN2	TRPM2
NCOA7-AS1	C13orf42
NCOA7-AS1	AL021453.1
RSPO3	RTP4
RSPO3	CLEC5A
RSPO3	ARHGAP9
