AL627309.1	AC240565.1
AL669831.5	UCP3
NOC2L	SLC25A19
KLHL17	NBEAL2
KLHL17	TGM1
KLHL17	TEPSIN
KLHL17	FSD1
AGRN	PKDCC
B3GALT6	TTC30A
B3GALT6	C11orf95
SCNN1D	AL390208.1
SCNN1D	PABPN1
SCNN1D	MVD
SCNN1D	IL11
ACAP3	PCBP4
ACAP3	LTC4S
ACAP3	LRCH4
ACAP3	RGS11
ACAP3	EME2
ACAP3	IZUMO4
INTS11	AGER
CPTP	RPUSD1
CPTP	CHMP1A
CPTP	COASY
CPTP	LRFN1
CPTP	ESS2
DVL1	PHF1
DVL1	RNF166
AURKAIP1	CXorf40A
AURKAIP1	SURF2
AURKAIP1	PSMB3
AURKAIP1	PSMD8
TMEM240	AC110285.6
TMEM240	DCAF15
SSU72	YIPF3
SSU72	TCP1
SSU72	DUSP26
AL645728.1	LINC01715
AL645728.1	UBAC2-AS1
FNDC10	AL138976.2
FNDC10	TMEM179
FNDC10	SLC25A10
MIB2	CUL9
MIB2	MICAL1
MIB2	GLI4
MIB2	KIFC2
MIB2	CLCN7
MIB2	REXO1
MIB2	ZDHHC8
MIB2	TUBGCP6
CDK11A	SLC35E2A
FAAP20	LINC01630
PEX10	CIAO1
PEX10	RAB32
PEX10	CCNQ
PEX10	MAN1B1-DT
PEX10	ATP2B1-AS1
PEX10	ANGPTL6
PANK4	TRAF7
PANK4	AC020910.4
AL139246.5	BTNL9
AL139246.5	AC009065.4
TNFRSF14	C10orf142
TNFRSF14	LINC01164
TPRG1L	RHOB
TPRG1L	B3GALT1
TPRG1L	TMEM246
TPRG1L	SCN2B
TPRG1L	NFE2L1
TPRG1L	CBX4
TPRG1L	SSTR3
AJAP1	PPP2R2C
AJAP1	ADRA1B
AJAP1	FAM163B
AJAP1	TUB
AJAP1	MAP6
AJAP1	B3GAT1
AJAP1	AC087741.1
NPHP4	CETN3
NPHP4	NDP
KCNAB2	AC245297.3
CHD5	PRPF38B
CHD5	H3F3A
CHD5	LINC02263
CHD5	NPY5R
CHD5	BHMT2
CHD5	LSM8
CHD5	PDE6H
CHD5	ASPG
CHD5	UTP4
CHD5	AC021683.3
CHD5	ZNF57
CHD5	CELF5
CHD5	KCNK6
RNF207	WDR97
ICMT	NRG4
GPR153	FAM129B
ZBTB48	TRIM17
ZBTB48	TIGD1
ZBTB48	SOD2
ZBTB48	ABCB8
ZBTB48	MVK
KLHL21	PDP2
KLHL21	POLG2
KLHL21	TEF
PER3	AL713851.1
PARK7	MRPL19
AL034417.4	ITGA10
AL034417.4	AC139099.3
AL034417.4	AL034549.1
AL034417.2	AL358075.4
ENO1	RIC8A
ENO1	FARSA
ENO1-AS1	AC009185.1
SLC2A5	GGT5
MIR34AHG	TTC39A
MIR34AHG	AC125618.1
TMEM201	MICA
TMEM201	ZNF512B
TMEM201	AC010632.1
PIK3CD	CLDN4
CTNNBIP1	SHF
NMNAT1	LINC01562
NMNAT1	AC005355.1
NMNAT1	HARBI1
NMNAT1	AC145207.1
AL139424.2	AC008575.1
AL139424.2	AL034550.2
AL139423.1	CASZ1
TARDBP	CALM2
TARDBP	BRD9
AL109811.4	ATP2A1-AS1
MASP2	THAP7-AS1
SRM	SLC4A3
SRM	DMTN
UBIAD1	PUDP
FBXO44	RING1
PLOD1	FAM69C
MIIP	WDR18
VPS13D	STPG2
DHRS3	AQP7
KAZN	AC124254.1
KAZN-AS1	AC087235.1
FHAD1	ROR2
SPEN	KCNK12
SPEN	LINC00987
SPEN	PLAGL2
SPEN	NFIX
SPATA21	AC239803.3
SPATA21	NID1
SPATA21	BANK1
SPATA21	AC008892.1
SPATA21	PHEX
SPATA21	AL731567.1
SPATA21	CCDC38
SPATA21	LINC02137
SPATA21	PROCR
SPATA21	SYCE2
NBPF1	NBPF3
NBPF1	AC240274.1
AL049569.1	VIPR1-AS1
AL049569.1	AP003392.1
ARHGEF10L	LINC01945
ARHGEF10L	OSBPL10
ARHGEF10L	PAX6
ARHGEF10L	AL450322.1
ARHGEF10L	TMEM266
ARHGEF10L	LRP5L
AL357509.1	LINC01654
IFFO2	RAB11FIP5
IFFO2	TBC1D10A
AL035413.1	AC115618.1
AL035413.1	PTGR1
AL035413.1	AC068768.1
AL035413.1	AC009163.4
AL035413.1	AC135178.3
MRTO4	UBXN11
MRTO4	AL359258.2
MRTO4	PYCR3
MRTO4	AL158071.5
MRTO4	AC005280.2
MRTO4	DHRS11
NBL1	CDK5R2
NBL1	BRD3OS
NBL1	GPR137
NBL1	GAL
NBL1	DBNDD1
NBL1	FASN
TMCO4	DNAH2
PINK1	ID2-AS1
PINK1	DNAJC27-AS1
PINK1	TUBA4A
PINK1	NEFL
PINK1	AHCY
KIF17	KIF20B
SH2D5	AL805961.2
HP1BP3	AC114490.3
HP1BP3	AC017101.1
HP1BP3	CXXC4
HP1BP3	AL096711.2
HP1BP3	AC004112.1
HP1BP3	ARSD
HP1BP3	BHLHB9
HP1BP3	ZBTB44
HP1BP3	GOLT1B
HP1BP3	PRKAG1
HP1BP3	UBL3
HP1BP3	AC123768.3
HP1BP3	CERNA1
HP1BP3	AC005393.1
ECE1	GLDC
ALPL	AL162254.1
ZBTB40	AP001318.2
EPHB2	ABLIM2
EPHB2	ZNF462
EPHB2	PLXDC1
EPHB2	CDH4
AL031428.1	AP003174.1
ZNF436-AS1	AC016773.1
ZNF436-AS1	ZNF883
ZNF436-AS1	AC009720.1
ZNF436-AS1	AL118516.1
MDS2	MYBL2
RPL11	RPL5
RPL11	RPS27A
RPL11	RPL32
RPL11	RPL22L1
RPL11	RPS23
RPL11	RPL30
RPL11	RPS13
RPL11	FAU
RPL11	RPL6
RPL11	RPL19
PITHD1	RBM15B
PITHD1	CAMLG
PITHD1	CD83
LYPLA2	ZFP2
LYPLA2	PPP1R18
LYPLA2	TMUB1
LYPLA2	PPP1R15A
PNRC2	AP002884.3
NCMAP	AC007100.1
NCMAP	LINC02384
NCMAP	AC005208.1
CLIC4	CYBRD1
CLIC4	RFTN2
CLIC4	FAM107B
CLIC4	EMP2
SYF2	ZBTB8A
SYF2	H3F3B
RHCE	AL034417.2
